"H10"	"H11"	"H12"	"H13"	"H14"	"H15"	"H16"	"H17"	"H18"	"H19"	"H1"	"H20"	"H21"	"H22"	"H23"	"H24"	"H25"	"H26"	"H27"	"H2"	"H3"	"H4"	"H5"	"H6"	"H7"	"H8"	"H9"	"IT11"	"IT13"	"IT14"	"IT1"	"IT2"	"IT3"	"IT4"	"IT5"	"IT6"	"IT7"	"IT8"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_clostridioforme|t__Clostridium_clostridioforme_unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03014	7e-04	0	0	0.0146	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00717	0.00442	0	0.004	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi|t__Clostridium_hathewayi_unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00717	0.00442	0	0.004	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_leptum"	0	0	0	0	0.00394	0	0	0	0.00231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33639	0.23447	0.02553	0	0.00543	0.31314	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_leptum|t__GCF_000154345"	0	0	0	0	0.00394	0	0	0	0.00231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33639	0.23447	0.02553	0	0.00543	0.31314	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_methylpentosum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01568	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_methylpentosum|t__GCF_000158655"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01568	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_nexile"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00497	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_nexile|t__GCF_000156035"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00497	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens|t__Clostridium_perfringens_unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_L2_50"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04896	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_L2_50|t__GCF_000154245"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04896	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01206	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum|t__Clostridium_symbiosum_unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01206	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30811	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06452	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_vaginalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06452	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_vaginalis|t__GCF_000163295"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06452	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16274	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas|s__Parvimonas_unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16274	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08084	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_duerdenii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02362	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_duerdenii|t__GCF_000146345"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02362	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_lacrimalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05722	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_lacrimalis|t__Peptoniphilus_lacrimalis_unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05722	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14209	0	0	0	0	0.02954	0.00143	0	0.02186	0.01905	1.08764	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14209	0	0	0	0	0.00245	0	0	0	0.0072	1.08764	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Bacteroides_pectinophilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08764	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Bacteroides_pectinophilus|t__GCF_000155855"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08764	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_bacterium_1_7_47FAA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00245	0	0	0	0.0072	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_bacterium_1_7_47FAA|t__GCF_000155435"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00245	0	0	0	0.0072	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_genomosp_BVAB3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14209	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_genomosp_BVAB3|t__GCF_000025225"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14209	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00502	0.00143	0	0.02186	0.01004	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00502	0.00143	0	0.02186	0.01004	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii|t__GCF_000239295"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00502	0.00143	0	0.02186	0.01004	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Pseudoflavonifractor"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02206	0	0	0	0.00182	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02206	0	0	0	0.00182	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus|t__GCF_000169255"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02206	0	0	0	0.00182	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae"	15.23832	9.41078	15.80752	2.80943	2.16679	12.64918	3.54845	6.24373	1.44329	31.52552	17.70826	18.33063	4.55213	9.35792	27.37331	7.7233	4.0578	9.50215	2.70294	15.11881	5.87757	1.45618	20.48244	24.46446	0.34379	1.66562	41.66228	36.18807	21.82502	14.33347	4.03175	4.68977	23.31411	32.09143	3.51357	3.15764	13.08148	4.79431
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium"	15.23832	9.41078	15.80752	2.80943	2.16679	12.64918	3.54845	6.24373	1.44329	31.52552	17.70826	18.33063	4.55213	9.35792	27.37331	7.7233	4.0578	9.50215	2.70294	15.11881	5.87757	1.45618	20.48244	24.46446	0.34379	1.66562	41.66228	36.18807	21.82502	14.33347	4.03175	4.68977	23.31411	32.09143	3.51357	3.15764	13.08148	4.79431
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_brachy"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_brachy|t__GCF_000488855"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens"	0.59378	0.4929	0.47208	0.03619	0.02925	0.04324	0	0.70678	0.5233	0.07661	0	0	0.09461	0.18919	0.36448	0.24048	0.04152	0.18879	0	0.17908	1.78039	0.01928	0	0.12876	0	0.12713	0.09617	0.36135	0.52658	0.01386	0	0.09133	0.23044	4.9361	0	0.27402	1.45996	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens|t__GCF_000146185"	0.59378	0.4929	0.47208	0.03619	0.02925	0.04324	0	0.70678	0.5233	0.07661	0	0	0.09461	0.18919	0.36448	0.24048	0.04152	0.18879	0	0.17908	1.78039	0.01928	0	0.12876	0	0.12713	0.09617	0.36135	0.52658	0.01386	0	0.09133	0.23044	4.9361	0	0.27402	1.45996	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii"	0.62108	0.63399	0.60078	0.11524	0.06995	0.21404	0.01458	0.89284	0.10409	0.03851	0.09787	0.08568	0.14992	1.31869	0.09887	0.17751	0.4129	2.56447	0.15794	0.07647	0.01281	0.11685	0.52976	0.39648	0	0	0	0.87815	3.21535	1.53038	0.65966	1.64864	1.02281	0.01843	0.82683	0.92669	0.18493	3.1264
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii|t__GCF_000173975"	0.62108	0.63399	0.60078	0.11524	0.06995	0.21404	0.01458	0.89284	0.10409	0.03851	0.09787	0.08568	0.14992	1.31869	0.09887	0.17751	0.4129	2.56447	0.15794	0.07647	0.01281	0.11685	0.52976	0.39648	0	0	0	0.87815	3.21535	1.53038	0.65966	1.64864	1.02281	0.01843	0.82683	0.92669	0.18493	3.1264
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus"	0.3435	0.41794	0.27239	0.37192	0.31779	0.02225	0.53193	1.18421	0.33418	0.08964	0.08875	0.08748	0.78179	1.06988	0.09353	0.11237	0.75427	1.58999	0	0.49911	0.20834	0.4699	0	0.94442	0	0.41774	0.08332	0.0862	0.47666	0.20677	1.3491	0.02434	0.40721	0.47515	1.12072	1.89122	0.49425	0.06577
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus|t__GCF_000469345"	0.3435	0.41794	0.27239	0.37192	0.31779	0.02225	0.53193	1.18421	0.33418	0.08964	0.08875	0.08748	0.78179	1.06988	0.09353	0.11237	0.75427	1.58999	0	0.49911	0.20834	0.4699	0	0.94442	0	0.41774	0.08332	0.0862	0.47666	0.20677	1.3491	0.02434	0.40721	0.47515	1.12072	1.89122	0.49425	0.06577
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale"	12.86456	6.91123	13.91515	2.28607	1.7498	12.17442	2.05822	2.88134	0.39324	31.19428	3.73913	3.6598	1.08766	2.58558	26.79519	6.90468	0.31698	1.00192	2.54499	14.09034	3.87603	0.2955	5.08744	22.9948	0.14888	1.03801	41.48279	34.83726	17.50395	6.42206	2.02299	2.18783	21.30542	25.29438	1.3994	0	1.64393	1.4672
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale|t__Eubacterium_rectale_unclassified"	12.86456	6.91123	13.91515	2.28607	1.7498	12.17442	2.05822	2.88134	0.39324	31.19428	3.73913	3.6598	1.08766	2.58558	26.79519	6.90468	0.31698	1.00192	2.54499	14.09034	3.87603	0.2955	5.08744	22.9948	0.14888	1.03801	41.48279	34.83726	17.50395	6.42206	2.02299	2.18783	21.30542	25.29438	1.3994	0	1.64393	1.4672
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum"	0.66901	0.83299	0.48779	0	0	0.16481	0.94372	0.47611	0.08118	0.09501	13.7753	14.49766	2.43815	4.19459	0.02124	0.28825	2.53213	4.15698	0	0.27381	0	0.55464	14.86523	0	0.19491	0.08275	0	0	0	5.95171	0	0.65395	0.01148	1.36737	0	0	8.88196	0.09423
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum|t__Eubacterium_siraeum_unclassified"	0.66901	0.83299	0.48779	0	0	0.16481	0.94372	0.47611	0.08118	0.09501	13.7753	14.49766	2.43815	4.19459	0.02124	0.28825	2.53213	4.15698	0	0.27381	0	0.55464	14.86523	0	0.19491	0.08275	0	0	0	5.95171	0	0.65395	0.01148	1.36737	0	0	8.88196	0.09423
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum"	0.14639	0.12173	0.05932	0	0	0.03042	0	0.10245	0.0073	0.03146	0.00721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0251	0.10248	0.20869	0	0.08368	0.33676	0	0.16662	0.06542	0.41645	0.04071
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum|t__GCF_000153885"	0.14639	0.12173	0.05932	0	0	0.03042	0	0.10245	0.0073	0.03146	0.00721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0251	0.10248	0.20869	0	0.08368	0.33676	0	0.16662	0.06542	0.41645	0.04071
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae"	8.02624	5.6468	6.46967	3.57205	2.55384	10.68474	4.65241	11.88122	5.50777	3.14722	2.95188	3.57692	13.12129	3.98315	5.08335	3.81096	2.72361	7.90474	0.96077	5.14294	39.48629	20.64147	6.36288	3.5814	1.26341	5.74217	7.56299	32.94793	36.78771	11.71267	15.19342	15.52764	5.52695	9.25298	9.86425	15.26841	8.93632	44.86682
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes"	0.06505	0.19213	0.12716	0.21926	0.12341	0	0	0.02143	0.1112	0	0	0	0	0	0	0.00456	0	0	0	0	0	0	0	0	0	0	0	0.07217	0.12402	0.01895	0.04061	0.01202	0.00607	0	0.24149	0.10553	0.35455	0.17384
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus"	0.06505	0.19213	0.12716	0.21926	0.12341	0	0	0.02143	0.1112	0	0	0	0	0	0	0.00456	0	0	0	0	0	0	0	0	0	0	0	0.07217	0.12402	0.01895	0.04061	0.01202	0.00607	0	0.24149	0.10553	0.35455	0.17384
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus|t__GCF_000332875"	0.06505	0.19213	0.12716	0.21926	0.12341	0	0	0.02143	0.1112	0	0	0	0	0	0	0.00456	0	0	0	0	0	0	0	0	0	0	0	0.07217	0.12402	0.01895	0.04061	0.01202	0.00607	0	0.24149	0.10553	0.35455	0.17384
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia"	0.38641	0.46005	0.84735	1.59346	0.9073	2.6745	2.73926	2.27046	2.57522	0.76453	0.14299	0.61558	6.78343	1.48714	0.55644	0.57524	1.28065	3.48927	0.1451	1.44685	1.4429	1.68949	0.98143	0.74294	0.37471	0.14636	0.74046	5.34237	3.16193	1.84641	1.35039	4.40123	0.87896	2.27543	2.69668	5.27319	2.40956	11.03257
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00896	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica|t__GCF_000157975"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00896	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46177	0.00759	0.05945	0	0.60001	0.53063	0	0.03652
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus|t__Ruminococcus_gnavus_unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46177	0.00759	0.05945	0	0.60001	0.53063	0	0.03652
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum"	0.20476	0.23826	0.1903	0.43551	0.43144	0.98064	1.15562	0.9106	0.19314	0.15636	0.14299	0.22686	1.00157	1.01003	0.06734	0.12022	0.50666	1.30956	0.1451	0.36677	0.24821	0.42819	0.56916	0.13935	0.04275	0.14636	0.28369	0.64839	1.3963	0.36996	0.28268	0.89581	0.55158	0.93477	0.2803	0.74046	1.15474	3.9049
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__Ruminococcus_obeum_unclassified"	0.20476	0.23826	0.1903	0.43551	0.43144	0.98064	1.15562	0.9106	0.19314	0.15636	0.14299	0.22686	1.00157	1.01003	0.06734	0.12022	0.50666	1.30956	0.1451	0.36677	0.24821	0.42819	0.56916	0.13935	0.04275	0.14636	0.28369	0.64839	1.3963	0.36996	0.28268	0.89581	0.55158	0.93477	0.2803	0.74046	1.15474	3.9049
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques"	0.18164	0.22179	0.65705	1.15795	0.47586	1.69385	1.58364	1.35986	2.38208	0.60816	0	0.38871	5.78186	0.47711	0.48909	0.45502	0.77399	2.17971	0	1.08007	1.1947	1.2613	0.41227	0.60359	0.33196	0	0.45676	4.69398	1.76563	1.47645	0.60594	3.49782	0.26794	1.34066	1.8074	4.0021	1.25482	7.09116
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques|t__Ruminococcus_torques_unclassified"	0.18164	0.22179	0.65705	1.15795	0.47586	1.69385	1.58364	1.35986	2.38208	0.60816	0	0.38871	5.78186	0.47711	0.48909	0.45502	0.77399	2.17971	0	1.08007	1.1947	1.2613	0.41227	0.60359	0.33196	0	0.45676	4.69398	1.76563	1.47645	0.60594	3.49782	0.26794	1.34066	1.8074	4.0021	1.25482	7.09116
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio"	0	0	0	0	0.00394	0.58454	0.82445	1.67303	0	0	0.10538	0.00954	0	0	0	0	0.09283	0.05195	0	0	31.75699	14.03069	0	0.14755	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus"	0	0	0	0	0.00394	0.58454	0.82445	1.67303	0	0	0.10538	0.00954	0	0	0	0	0	0.05195	0	0	31.75699	14.03069	0	0.14755	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus|t__GCF_000156015"	0	0	0	0	0.00394	0.58454	0.82445	1.67303	0	0	0.10538	0.00954	0	0	0	0	0	0.05195	0	0	31.75699	14.03069	0	0.14755	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
